provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,readm_30_ami_hrrp_number_of_readmissions,readm_30_cabg_hrrp_number_of_readmissions,readm_30_copd_hrrp_number_of_readmissions,readm_30_hf_hrrp_number_of_readmissions,readm_30_hip_knee_hrrp_number_of_readmissions,readm_30_pn_hrrp_number_of_readmissions,readm_30_ami_hrrp_number_of_discharges,readm_30_cabg_hrrp_number_of_discharges,readm_30_copd_hrrp_number_of_discharges,readm_30_hf_hrrp_number_of_discharges,readm_30_hip_knee_hrrp_number_of_discharges,readm_30_pn_hrrp_number_of_discharges,readm_30_ami_hrrp_excess_readmission_ratio,readm_30_cabg_hrrp_excess_readmission_ratio,readm_30_copd_hrrp_excess_readmission_ratio,readm_30_hf_hrrp_excess_readmission_ratio,readm_30_hip_knee_hrrp_excess_readmission_ratio,readm_30_pn_hrrp_excess_readmission_ratio,readm_30_ami_hrrp_predicted_readmission_rate,readm_30_cabg_hrrp_predicted_readmission_rate,readm_30_copd_hrrp_predicted_readmission_rate,readm_30_hf_hrrp_predicted_readmission_rate,readm_30_hip_knee_hrrp_predicted_readmission_rate,readm_30_pn_hrrp_predicted_readmission_rate,readm_30_ami_hrrp_expected_readmission_rate,readm_30_cabg_hrrp_expected_readmission_rate,readm_30_copd_hrrp_expected_readmission_rate,readm_30_hf_hrrp_expected_readmission_rate,readm_30_hip_knee_hrrp_expected_readmission_rate,readm_30_pn_hrrp_expected_readmission_rate,value
110074,GA,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,60.0,24.0,153.0,218.0,0.0,156.0,495.0,177.0,794.0,1040.0,,1082.0,0.8640000000000001,0.9790000000000001,0.9909,0.9632,1.0062,0.8953,13.8184,13.9823,19.3463,21.183000000000003,5.4324,14.9363,15.9933,14.2821,19.5246,21.9923,5.3989,16.6826,0.946544
110075,GA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,20.0,,46.0,64.0,0.0,63.0,105.0,,266.0,298.0,,330.0,1.0266,,0.9652,0.9764,0.9799,1.0701,17.5703,,18.1582,21.9747,5.5182,18.0205,17.1144,,18.8119,22.5061,5.6314,16.8398,1.037245
110076,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,40.0,,56.0,107.0,22.0,86.0,179.0,,289.0,463.0,501.0,485.0,1.101,,0.9721,1.0288,0.9862,1.0347,19.0944,,20.0392,22.7257,4.4456,17.3655,17.3422,,20.6141,22.0892,4.5077,16.7829,1.031503
110078,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,72.0,43.0,34.0,118.0,12.0,59.0,408.0,300.0,169.0,619.0,271.0,311.0,0.9871,0.9690000000000001,0.9846,0.8755,0.9652,1.0425,17.8384,14.7078,20.7428,20.3863,4.684,18.2659,18.0722,15.177999999999999,21.0682,23.2858,4.8531,17.5209,0.949232
110079,GA,Acute Care Hospitals,Voluntary non-profit - Other,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,25.0,,39.0,113.0,,31.0,107.0,,167.0,436.0,,178.0,1.0796,,1.0665,1.0859999999999999,,1.005,19.078,,20.783,24.7199,,17.2697,17.6712,,19.4865,22.7634,,17.1834,0.9658120000000001
110082,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,61.0,57.0,87.0,168.0,38.0,125.0,380.0,325.0,407.0,791.0,1374.0,835.0,0.9599,1.1356,1.0289,0.963,0.7813,0.9115,16.6907,16.1331,20.9013,21.5334,3.1103,15.5371,17.3883,14.2066,20.3133,22.3608,3.9809,17.0456,0.944084
110083,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,99.0,36.0,54.0,173.0,48.0,105.0,607.0,432.0,307.0,824.0,1049.0,566.0,1.0103,0.778,0.9539,0.9586,1.0949,1.0982,16.212,10.3125,18.6054,21.3113,4.4077,17.699,16.0475,13.2555,19.5055,22.2328,4.0255,16.1163,0.9489190000000001
110086,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,1.0,2.0,2.0,,,,0.0,0.0,,33.0,,,,,,189.0,,,0.9725,1.0032,,1.0269,,,16.5095,20.0239,,16.743,,,16.977,19.9609,,16.3042,0.729223
110087,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,59.0,12.0,145.0,234.0,27.0,225.0,382.0,150.0,822.0,1139.0,691.0,1280.0,0.9226,0.8539,0.8979,0.9172,0.8576,1.003,16.7051,11.6857,18.5155,21.0138,4.3449,17.5658,18.1062,13.6847,20.6198,22.912,5.0661,17.5127,0.977383
110089,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,,,61.0,59.0,0.0,68.0,,,356.0,210.0,,306.0,,,0.8852,1.0694,1.1804,1.079,,,19.4435,26.0305,5.9259,20.8838,,,21.965999999999998,24.3404,5.0201,19.3543,0.898859
110091,GA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,,62.0,82.0,0.0,64.0,,,295.0,355.0,,321.0,0.9663,,1.0763,1.053,1.0968,1.0965,16.7498,,19.3827,22.2026,4.9916,18.4397,17.3337,,18.0082,21.0858,4.5511,16.8171,0.993717
110092,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,3.0,2.0,3.0,,,,14.0,18.0,,27.0,,,87.0,66.0,,161.0,,,0.9999,1.0649,,1.0401,,,16.0969,21.51,,15.5506,,,16.098,20.1986,,14.9516,1.010947
110095,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,25.0,,61.0,85.0,12.0,66.0,143.0,,345.0,369.0,343.0,416.0,1.0394,,0.9393,1.0094,0.8478,0.9529,15.9207,,18.8802,22.8774,4.4389,16.4592,15.317,,20.1003,22.665,5.2357,17.2724,0.919543
110100,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,0.0,0.0,,15.0,,,,,,76.0,,,0.9948,0.9465,,1.046,,,19.8556,19.4257,,16.7319,,,19.959,20.5241,,15.9963,0.775576
110101,GA,Acute Care Hospitals,Proprietary,1,1,3.0,,,2.0,,2.0,3.0,,,,0.0,,,0.0,,,,,,,,,0.9897,,,0.9535,,,16.3717,,,14.1887,,,16.5427,,,14.8813,0.791623
110104,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,43.0,24.0,,34.0,,,185.0,133.0,,210.0,0.9858,,1.0601,0.9403,,0.9669,19.3272,,21.1266,20.889,,17.017,19.6051,,19.9298,22.2148,,17.6004,0.835169
110105,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,38.0,46.0,0.0,68.0,,,187.0,220.0,,343.0,,,1.0384,0.9971,1.2589,1.0902,,,19.0068,20.9897,6.892,18.5179,,,18.3038,21.0509,5.4746,16.9859,0.9740629999999999
110107,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,120.0,61.0,123.0,221.0,35.0,133.0,665.0,333.0,572.0,938.0,687.0,738.0,1.0752,1.1806,1.0271,1.0325,1.0632,1.0033,17.4055,16.5368,21.1875,23.3469,4.9202,17.9986,16.1879,14.007,20.6293,22.611,4.6276,17.9403,1.010434
110109,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,,,,18.0,15.0,,39.0,,,132.0,77.0,,169.0,,,0.9482,1.0047,,1.178,,,16.1987,19.1152,,18.1384,,,17.0832,19.0249,,15.3973,0.865065
110111,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,2.0,1.0,2.0,,,,0.0,,0.0,0.0,,,,,,,,,0.9376,,1.2444,1.0147,,,14.6863,,5.289,14.2647,,,15.6631,,4.2503,14.0575,0.879865
110113,GA,Acute Care Hospitals,Proprietary,1,1,,,,,,2.0,2.0,,,,,,,16.0,,,,,,74.0,,,,,,1.0766,,,,,,16.5552,,,,,,15.3771,0.8260350000000001
110115,GA,Acute Care Hospitals,Proprietary,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,15.0,,43.0,76.0,0.0,43.0,64.0,,166.0,304.0,,225.0,1.0555,,1.1085,1.0923,0.8756,1.0529,18.3315,,21.7306,23.1936,3.9436,17.9049,17.368,,19.6037,21.2346,4.5041,17.0049,1.041351
110121,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,2.0,2.0,3.0,,,,0.0,13.0,,0.0,,,,92.0,,,,,0.9728,0.9455,,0.9218,,,13.8563,17.6935,,13.4446,,,14.2442,18.7128,,14.5844,0.858383
110122,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,58.0,21.0,123.0,125.0,30.0,94.0,318.0,142.0,637.0,548.0,417.0,593.0,1.0761,1.0185,1.0067,1.0171,1.3137,0.9875,16.8875,14.3319,19.2396,22.6181,5.9073,15.9602,15.6939,14.071,19.1109,22.2388,4.4965,16.163,0.9954040000000001
110124,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,,,29.0,26.0,0.0,61.0,,,158.0,123.0,,388.0,,,1.018,1.0005,1.2029,0.9704,,,17.6278,21.1119,6.1646,16.1154,,,17.3163,21.1008,5.125,16.6066,0.9949879999999999
110125,GA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,17.0,,40.0,42.0,0.0,73.0,98.0,,246.0,207.0,,390.0,0.9911,,0.9418,0.9656,0.8304,1.028,17.8972,,17.858,21.331999999999997,3.7614,18.346,18.058,,18.9609,22.0922,4.5294,17.8469,0.9382739999999999
110128,GA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,26.0,,39.0,47.0,0.0,61.0,123.0,,228.0,219.0,,377.0,1.0502,,0.9231,0.9828,1.2824,0.9576,18.7294,,19.4754,21.9522,6.9456,16.7739,17.8342,,21.0975,22.3358,5.416,17.5175,0.9696229999999999
110129,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,45.0,21.0,84.0,154.0,16.0,115.0,379.0,137.0,499.0,904.0,363.0,848.0,0.8782,1.037,0.9256,0.8563,0.9727,0.8914,13.8333,14.397,17.8472,18.0628,4.556,14.2411,15.7514,13.8832,19.2809,21.0952,4.6838,15.9758,1.014722
110130,GA,Acute Care Hospitals,Government - Hospital District or Authority,0,1,3.0,,,2.0,,2.0,3.0,,,,0.0,,,0.0,,,,,,,,,0.9784,,,1.0019,,,18.3307,,,15.1457,,,18.7358,,,15.1176,0.818132
110132,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,21.0,0.0,0.0,21.0,,,99.0,,,158.0,,,1.0636,0.9627,0.9264,1.0218,,,17.2579,16.4447,3.8681,12.6302,,,16.2263,17.0819,4.1754,12.3603,0.85944
110135,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,,0.0,0.0,0.0,13.0,,,,,,125.0,,,0.9525,0.9748,0.9087,0.8921,,,17.6679,20.6269,4.1293,15.0126,,,18.5481,21.1593,4.5443,16.8278,1.0091
110142,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,2.0,2.0,3.0,,,,0.0,0.0,,14.0,,,,,,97.0,,,0.9781,0.9854,,0.9718,,,16.7929,20.1566,,15.9369,,,17.1684,20.4561,,16.4002,0.7985260000000001
110143,GA,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,28.0,,88.0,142.0,18.0,106.0,163.0,,409.0,626.0,379.0,665.0,0.9898,,1.0301,1.0107,0.9983,0.9317,17.5555,,21.0252,22.5779,4.7582,16.4927,17.7369,,20.4113,22.3393,4.7664,17.7018,1.00338
110146,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,14.0,0.0,0.0,0.0,,,69.0,,,,,,1.0118,1.0468,1.0005,0.9393,,,19.1673,20.2306,4.1451,15.1213,,,18.9441,19.3259,4.1429,16.0983,0.959774
110150,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,28.0,17.0,0.0,49.0,,,145.0,94.0,,285.0,,,1.0171,0.9665,0.9777,0.9915,,,18.5471,20.2864,4.2231,17.3485,,,18.2359,20.9905,4.3196,17.4973,0.907903
110153,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,26.0,28.0,0.0,41.0,,,161.0,113.0,,218.0,,,0.9468,1.0236,1.1465,1.0315,,,18.3774,23.4881,5.1511,18.0677,,,19.4106,22.9462,4.4927,17.5161,0.8526950000000001
110161,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,,19.0,24.0,14.0,67.0,,,113.0,137.0,338.0,442.0,0.9044,,0.9488,0.9455,0.9908,0.9632,14.737,,19.9646,20.0089,4.1948,15.5891,16.2949,,21.0412,21.1628,4.2335,16.1847,0.96914
110164,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,32.0,22.0,75.0,104.0,,80.0,209.0,123.0,386.0,484.0,,440.0,0.9652,1.0746,1.0159,1.011,,1.0369,16.305999999999997,15.794,19.1615,21.3489,,17.7523,16.8935,14.6972,18.8625,21.116,,17.1212,0.967392
110165,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,,60.0,78.0,0.0,25.0,106.0,,260.0,292.0,,187.0,0.9706,,1.0944,1.1202,1.1324,0.9306,15.7943,,20.7536,24.2658,5.0198,15.3413,16.2731,,18.9635,21.6617,4.433,16.4848,0.998664
110168,GA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,75.0,29.0,74.0,146.0,28.0,126.0,559.0,235.0,408.0,770.0,423.0,702.0,0.9103,0.9438,0.9604,0.9142,1.2394,1.0327,14.3829,13.2018,18.7914,19.6664,5.6216,17.7103,15.8003,13.9885,19.5663,21.5111,4.5357,17.149,0.907911
110177,GA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,17.0,,40.0,75.0,30.0,84.0,79.0,,273.0,266.0,607.0,489.0,1.0864,,0.934,1.1404,1.1125,1.0147,15.5017,,16.2471,25.0526,4.6018,17.0231,14.2687,,17.3945,21.9691,4.1367,16.7761,0.983477
110184,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,,48.0,71.0,0.0,75.0,115.0,,284.0,320.0,,456.0,1.0162,,0.9411,1.0111,0.9275,0.9751,14.8591,,18.3163,21.9758,4.1708,16.7338,14.622,,19.4629,21.7355,4.497,17.1615,0.936844
110187,GA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,12.0,13.0,0.0,21.0,,,60.0,65.0,,132.0,,,1.0315,0.9865,1.1759,1.0201,,,16.7504,21.2888,4.4747,15.1552,,,16.2388,21.5804,3.8055,14.8565,0.9358700000000001
110189,GA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,21.0,18.0,0.0,18.0,,,166.0,74.0,,153.0,,,0.9046,1.0390000000000001,0.9344,0.9124,,,16.5415,21.205,3.5945,14.774000000000001,,,18.2865,20.4099,3.8469,16.1925,0.913667
110190,GA,Acute Care Hospitals,Proprietary,1,1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.9871,,,,,,14.0235,,,,,,14.2075,
110191,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,18.0,,78.0,162.0,28.0,103.0,130.0,,439.0,575.0,490.0,510.0,0.9772,,0.9811,1.2273,1.1848,1.1519,14.8677,,18.0496,25.9268,5.0406,18.7578,15.2147,,18.3965,21.1244,4.2542,16.2849,0.975709
110192,GA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,19.0,,73.0,94.0,14.0,99.0,114.0,,363.0,371.0,260.0,513.0,1.0026,,1.0207,1.0857,1.1222,1.1199,16.5332,,19.7343,23.9389,4.5232,18.1526,16.4904,,19.3349,22.0485,4.0306,16.2088,1.015717
110194,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,2.0,1.0,2.0,,,,0.0,0.0,,12.0,,,,,,109.0,,,0.9473,1.0352,,0.9701,,,13.8831,18.8318,,12.3483,,,14.655,18.1908,,12.7289,0.715175
110198,GA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,12.0,,33.0,67.0,0.0,67.0,90.0,,167.0,261.0,,395.0,0.9813,,1.0285,1.1313,1.0905,1.0590000000000002,14.5243,,18.6668,22.7732,4.5468,16.2269,14.8005,,18.15,20.1299,4.1695,15.3229,1.033242
110200,GA,Acute Care Hospitals,Proprietary,0,1,5.0,,3.0,,3.0,2.0,,,,,,,17.0,,,,,,342.0,,,,,,1.073,,,,,,4.5705,,,,,,4.2594,,0.9816600000000001
110201,GA,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,,18.0,25.0,0.0,17.0,,0.0,93.0,93.0,,164.0,,,1.0170000000000001,1.0727,0.8979,0.9135,,,18.1832,22.2684,4.2474,13.0878,,,17.8796,20.7588,4.7303,14.3264,1.027158
110205,GA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,16.0,21.0,,23.0,,,67.0,78.0,,119.0,,,1.0609,1.0818,,1.0678,,,18.2093,20.87,,16.5054,,,17.1645,19.2918,,15.4566,1.031315
110209,GA,Acute Care Hospitals,Proprietary,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289005
110215,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,36.0,,49.0,148.0,32.0,164.0,231.0,,327.0,642.0,641.0,937.0,1.0081,,0.9228,1.0657,1.1214,1.0598,15.3831,,16.5642,22.4416,4.6452,17.1837,15.2594,,17.9495,21.0578,4.1425,16.2144,0.949667
110225,GA,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,16.0,,31.0,47.0,0.0,71.0,63.0,,169.0,171.0,,359.0,1.0399,,0.9865,1.0837,0.82,1.0638,21.5515,,18.8715,24.5258,3.6011,18.8776,20.7248,,19.1305,22.6319,4.3917,17.7446,0.880393
110226,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,18.0,38.0,,33.0,,,85.0,174.0,0.0,139.0,,,1.0031,1.0137,,1.145,,,20.9272,21.359,,18.6386,,,20.8624,21.0703,,16.2779,0.944108
110229,GA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,,61.0,73.0,0.0,80.0,49.0,,304.0,337.0,,501.0,1.0658,,1.0363,1.0049,0.9212,0.9715,18.7698,,19.2958,21.5731,4.0268,16.2642,17.6104,,18.6198,21.4684,4.3714,16.7408,0.9299860000000001
110230,GA,Acute Care Hospitals,Proprietary,1,1,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,,29.0,85.0,0.0,40.0,114.0,,132.0,351.0,,225.0,0.9202,,1.0421,1.0473,1.1078,1.0218,13.7986,,19.9012,23.3931,4.475,17.2829,14.9954,,19.0975,22.3358,4.0395,16.9148,0.92076
110233,GA,Acute Care Hospitals,Proprietary,0,3,4.0,,2.0,,3.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.125467
110234,GA,Acute Care Hospitals,Government - Hospital District or Authority,1,3,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0529680000000001
111300,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111302,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111303,GA,Critical Access Hospitals,Government - Local,1,3,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111304,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111305,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111306,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111308,GA,Critical Access Hospitals,Government - Local,1,1,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111310,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111311,GA,Critical Access Hospitals,Physician,1,3,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111312,GA,Critical Access Hospitals,Physician,1,3,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111313,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111314,GA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111316,GA,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111318,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111319,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111320,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111323,GA,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111324,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111325,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111326,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111327,GA,Critical Access Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111328,GA,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111329,GA,Critical Access Hospitals,Proprietary,1,3,3.0,2.0,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111330,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111331,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111332,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111333,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111334,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111335,GA,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111336,GA,Critical Access Hospitals,Proprietary,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113300,GA,Childrens,Voluntary non-profit - Other,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113301,GA,Childrens,Voluntary non-profit - Other,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120001,HI,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,46.0,12.0,40.0,93.0,0.0,89.0,371.0,151.0,169.0,483.0,,724.0,0.8967,0.8401,1.0618,0.9652,0.8068,0.8501,14.0857,11.9569,21.2711,19.6963,3.577,13.4145,15.7075,14.2329,20.0339,20.4062,4.4336,15.7791,0.907327
120002,HI,Acute Care Hospitals,Government - State,1,1,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,22.0,0.0,19.0,28.0,,33.0,137.0,,102.0,156.0,,241.0,1.0355,1.0289,1.0163,0.9657,,0.9808,14.6148,12.5734,17.6034,19.2864,,14.0924,14.1132,12.2208,17.3218,19.9717,,14.3687,0.85815
120004,HI,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,14.0,,0.0,27.0,,35.0,78.0,,,81.0,,233.0,0.9831,,0.9337,1.1397,,0.9898,19.2958,,16.8077,23.4187,,15.2431,19.6282,,18.0004,20.5486,,15.3997,0.838857
